SourceFile,EXIF:CreateDate,RTF:CreateDate,PDF:CreateDate,FlashPix:CreateDate,File:FileCreateDate,QuickTime:CreateDate,XMP:CreateDate,Composite:DateTimeOriginal,EXIF:DateTimeOriginal,XMP:DateTimeOriginal,XMP:DateTimeDigitized,QuickTime:MediaCreateDate,Composite:SubSecCreateDate,XMP:CreationDate,Matroska:DateTimeOriginal,QuickTime:TrackCreateDate,XML:CreateDate,Composite:SubSecDateTimeOriginal,EXIF:CreateDate_ts,RTF:CreateDate_ts,PDF:CreateDate_ts,FlashPix:CreateDate_ts,File:FileCreateDate_ts,QuickTime:CreateDate_ts,XMP:CreateDate_ts,Composite:DateTimeOriginal_ts,EXIF:DateTimeOriginal_ts,XMP:DateTimeOriginal_ts,XMP:DateTimeDigitized_ts,QuickTime:MediaCreateDate_ts,Composite:SubSecCreateDate_ts,XMP:CreationDate_ts,Matroska:DateTimeOriginal_ts,QuickTime:TrackCreateDate_ts,XML:CreateDate_ts,Composite:SubSecDateTimeOriginal_ts,EarliestTimestamp,EarliestYear
D:/HDD Data/1_uniques/WP_20160409_16_54_30_Pro.jpg,2016:04:09 16:54:29,,,,2025:10:31 17:33:28+01:00,,,,2016:04:09 16:54:29,,,,,,,,,,1460213669.0,,,,1761928408.0,,,,1460213669.0,,,,,,,,,,1460213669.0,2016
D:/HDD Data/Downloads/Recruitment costs external_Aug-20.xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2020:09:10 07:22:14Z,,,,,,1761928461.0,,,,,,,,,,,,1599722534.0,,1599722534.0,2020
D:/HDD Data/OTHER/Downloads/Total_Petroleum_Consumption_2014.csv,,,,,2025:10:31 17:53:13+01:00,,,,,,,,,,,,,,,,,,1761929593.0,,,,,,,,,,,,,,1761929593.0,2025
D:/HDD Data/Downloads/Job+offer+for+Francisco+Chicón+-+Middle+Java+Developer+(8).pdf,,,2020:02:27 12:29:50+01:00,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,,,,,1582802990.0,,1761928457.0,,,,,,,,,,,,,,1582802990.0,2020
D:/HDD Data/Luxoft/6E01D255-E264-4196-978A-F4E56E45BF3B.jpg,,,,,2025:10:31 17:49:57+01:00,,,,,,,,,,,,,,,,,,1761929397.0,,,,,,,,,,,,,,1761929397.0,2025
D:/HDD Data/OTHER/Прайс/Parfum от 02.04.13.xls..xls,,,,,2025:10:31 17:57:46+01:00,,,,,,,,,,,,,,,,,,1761929866.0,,,,,,,,,,,,,,1761929866.0,2025
D:/HDD Data/OTHER/Downloads/Швецова - last 17-01.docx,,,,,2025:10:31 17:53:23+01:00,,,,,,,,,,,,2017:01:17 11:10:00Z,,,,,,1761929603.0,,,,,,,,,,,,1484651400.0,,1484651400.0,2017
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (38).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 11:08:23Z,,,,,,1761928450.0,,,,,,,,,,,,1580382503.0,,1580382503.0,2020
D:/HDD Data/OTHER/Downloads/Lost_Frequencies_-_Are_You_With_Me_(Radio_Edit)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:41+01:00,,,2014,,,,,,,,,,,,,,,1761929561.0,,,,,,,,,,,,,,1761929561.0,2025
D:/HDD Data/Downloads/Nyurnbergskiy_process._T.1.(1987).[djv-fax].zip,,,,,2025:10:31 17:34:18+01:00,,,,,,,,,,,,,,,,,,1761928458.0,,,,,,,,,,,,,,1761928458.0,2025
D:/HDD Data/Luxoft/North America Accounts/USA staff.xlsx,,,,,2025:10:31 17:50:58+01:00,,,,,,,,,,,,2019:05:20 08:33:39Z,,,,,,1761929458.0,,,,,,,,,,,,1558341219.0,,1558341219.0,2019
D:/HDD Data/OTHER/Downloads/Sharon_Doorson_-_Killer_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:59+01:00,,,2013,,,,,,,,,,,,,,,1761929579.0,,,,,,,,,,,,,,1761929579.0,2025
D:/HDD Data/Downloads/Recomendations_page 1.xlsx,,,,,2025:10:31 17:34:19+01:00,,,,,,,,,,,,2020:05:18 11:30:48Z,,,,,,1761928459.0,,,,,,,,,,,,1589801448.0,,1589801448.0,2020
D:/HDD Data/OTHER/Downloads/3-1 укр язык (1).docx,,,,,2025:10:31 17:51:54+01:00,,,,,,,,,,,,2016:04:02 17:39:00Z,,,,,,1761929514.0,,,,,,,,,,,,1459618740.0,,1459618740.0,2016
D:/HDD Data/OTHER/Downloads/David_Guetta_feat._Sam_Martin_-_Dangerous_(David_Guetta_Banging_Remix)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:04+01:00,,,2014,,,,,,,,,,,,,,,1761929524.0,,,,,,,,,,,,,,1761929524.0,2025
D:/HDD Data/OTHER/Galagan Dmitriy (CV eng).docx,,,,,2025:10:31 17:51:17+01:00,,,,,,,,,,,,2017:07:29 11:20:00Z,,,,,,1761929477.0,,,,,,,,,,,,1501327200.0,,1501327200.0,2017
D:/HDD Data/Ciklum/Cost per Hire/Cost per Hire planning_18.05.2020.xlsx,,,,,2025:10:31 17:33:37+01:00,,,,,,,,,,,,2020:01:03 10:46:49Z,,,,,,1761928417.0,,,,,,,,,,,,1578048409.0,,1578048409.0,2020
D:/HDD Data/OTHER/Downloads/Radio_Record_-_Jutty_Ranx_-_I_See_You_Slider_Magnit_Remix_Radio_Record_(get-tune.net).mp3,,,,,2025:10:31 17:52:57+01:00,,,,,,,,,,,,,,,,,,1761929577.0,,,,,,,,,,,,,,1761929577.0,2025
D:/HDD Data/OTHER/Downloads/Florian-Picasso-Kirigami-Extended-Mix(muzofon.com).mp3,,,,,2025:10:31 17:52:17+01:00,,,2016,,,,,,,,,,,,,,,1761929537.0,,,,,,,,,,,,,,1761929537.0,2025
D:/HDD Data/OTHER/мсфо/ifrs09.pdf,,,2013:10:07 16:44:31+01:00,,2025:10:31 17:54:48+01:00,,,,,,,,,,,,,,,,1381160671.0,,1761929688.0,,,,,,,,,,,,,,1381160671.0,2013
D:/HDD Data/Luxoft/FS updates/Excelian response - OpenShift containter platform design.pdf,,,2018:08:21 11:05:04+03:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1534838704.0,,1761929450.0,,,,,,,,,,,,,,1534838704.0,2018
D:/HDD Data/OTHER/Диплом Галаган/КУРСОВАЯ ГАЛАГАН!!!!!!.doc,,,,2013:05:03 09:18:00,2025:10:31 17:54:46+01:00,,,,,,,,,,,,,,,,,1367565480.0,1761929686.0,,,,,,,,,,,,,,1367565480.0,2013
D:/HDD Data/OTHER/Флэшка 2/Kirpich.2005.XviD.DVDRip(BDRip).Kinozal.TV.avi,,,,,2025:10:31 18:27:36+01:00,,,,,,,,,,,,,,,,,,1761931656.0,,,,,,,,,,,,,,1761931656.0,2025
D:/HDD Data/Ciklum/McKinsey/COVID-19-Facts-and-Insights-June-1-vF.pdf,,,2020:06:03 15:17:30Z,,2025:10:31 17:33:47+01:00,,2020:06:03 15:17:30Z,,,,,,,,,,,,,,1591197450.0,,1761928427.0,,1591197450.0,,,,,,,,,,,,1591197450.0,2020
D:/HDD Data/OTHER/Downloads/БП 2017 ПФНК и ШУО в БП2017_финал.xlsx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2016:02:03 08:01:12Z,,,,,,1761929601.0,,,,,,,,,,,,1454486472.0,,1454486472.0,2016
D:/HDD Data/1_uniques/ПУ 2 кв.xlsx,,,,,2025:10:31 17:33:29+01:00,,,,,,,,,,,,2012:02:28 16:00:00Z,,,,,,1761928409.0,,,,,,,,,,,,1330444800.0,,1330444800.0,2012
D:/HDD Data/Downloads/Anna_Vacancies Load_Researchers.xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,,,,,,,1761928450.0,,,,,,,,,,,,,,1761928450.0,2025
D:/HDD Data/Luxoft/FS updates/Riyad Bank Calypso Upgrade.pdf,,,2019:05:28 18:10:22+03:00,,2025:10:31 17:50:51+01:00,,,,,,,,,,,,,,,,1559056222.0,,1761929451.0,,,,,,,,,,,,,,1559056222.0,2019
D:/HDD Data/Downloads/Step duration (11).xlsx,,,,,2025:10:31 17:34:24+01:00,,,,,,,,,,,,2019:12:24 10:45:14Z,,,,,,1761928464.0,,,,,,,,,,,,1577184314.0,,1577184314.0,2019
D:/HDD Data/OTHER/Фильмы/Izgoy.mkv,,,,,2025:10:31 18:04:36+01:00,,,,,,,,,,2008:12:28 08:02:38Z,,,,,,,,1761930276.0,,,,,,,,,,1230451358.0,,,,1230451358.0,2008
D:/HDD Data/Downloads/Recruitment Activity (60).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2020:09:11 08:59:08Z,,,,,,1761928460.0,,,,,,,,,,,,1599814748.0,,1599814748.0,2020
D:/HDD Data/OTHER/Downloads/Dimitri_Vegas_amp_Like_Mike_vs._Tujamo_amp_Felguk_-_Nova_Original_Mix_(get-tune.net).mp3,,,,,2025:10:31 17:52:04+01:00,,,2013,,,,,,,,,,,,,,,1761929524.0,,,,,,,,,,,,,,1761929524.0,2025
D:/HDD Data/OTHER/Downloads/Pharrell_Williams_-_Happy_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:52+01:00,,,2013,,,,,,,,,,,,,,,1761929572.0,,,,,,,,,,,,,,1761929572.0,2025
D:/HDD Data/1_uniques/2005 Cash Sale (Sales TaxPreference=Off).iif,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (44).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:01:30 15:46:48Z,,,,,,1761928450.0,,,,,,,,,,,,1580399208.0,,1580399208.0,2020
D:/HDD Data/Work PC_2/To Save/Gazprom High Level Proposal 20181016.pdf,,,2018:10:16 16:20:13+02:00,,2025:10:31 18:28:24+01:00,,2018:10:16 16:20:13+02:00,,,,,,,,,,,,,,1539699613.0,,1761931704.0,,1539699613.0,,,,,,,,,,,,1539699613.0,2018
D:/HDD Data/Downloads/Candidate Sources (28).xlsx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2020:09:21 12:55:52Z,,,,,,1761928452.0,,,,,,,,,,,,1600692952.0,,1600692952.0,2020
D:/HDD Data/Downloads/All vacancies (21).xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2020:02:04 10:06:48Z,,,,,,1761928443.0,,,,,,,,,,,,1580810808.0,,1580810808.0,2020
D:/HDD Data/Downloads/Headcount (26).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:07:04 11:48:37+03:00,,,,,,1761928456.0,,,,,,,,,,,,1593852517.0,,1593852517.0,2020
D:/HDD Data/OTHER/Учеба/ЗМІСТ.docx,,,,,2025:10:31 17:57:46+01:00,,,,,,,,,,,,2012:02:14 22:28:00Z,,,,,,1761929866.0,,,,,,,,,,,,1329258480.0,,1329258480.0,2012
D:/HDD Data/OTHER/Downloads/Inusa_Dawuda_and_Damon_-_Fly_Like_An_Eagle_(Radio_Mix)_(PrimeMusic.ru).mp3,,,,,2025:10:31 17:52:33+01:00,,,2014,,,,,,,,,,,,,,,1761929553.0,,,,,,,,,,,,,,1761929553.0,2025
D:/HDD Data/OTHER/Downloads/The_Chainsmokers_-_SELFIE_(get-tune.net).mp3,,,,,2025:10:31 17:53:10+01:00,,,,,,,,,,,,,,,,,,1761929590.0,,,,,,,,,,,,,,1761929590.0,2025
D:/HDD Data/Downloads/All vacancies (17).xlsx,,,,,2025:10:31 17:34:03+01:00,,,,,,,,,,,,2020:01:29 11:57:11Z,,,,,,1761928443.0,,,,,,,,,,,,1580299031.0,,1580299031.0,2020
D:/HDD Data/OTHER/beautiq.com.ua/cosmetica.xls,,,,2012:02:22 12:55:29,2025:10:31 17:51:19+01:00,,,,,,,,,,,,,,,,,1329911729.0,1761929479.0,,,,,,,,,,,,,,1329911729.0,2012
D:/HDD Data/0_duplicates/~$Financial model_31.05.2019_UA PL RO MX_v1.xlsb,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/BP Transformation and Automation_Status_Eng_v4.pptx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2019:05:29 16:37:50Z,,,,,,1761928452.0,,,,,,,,,,,,1559147870.0,,1559147870.0,2019
D:/HDD Data/Downloads/Researchers KPI (10).xlsx,,,,,2025:10:31 17:34:21+01:00,,,,,,,,,,,,2019:12:13 13:50:25Z,,,,,,1761928461.0,,,,,,,,,,,,1576245025.0,,1576245025.0,2019
D:/HDD Data/Downloads/Recomendations (3).xlsx,,,,,2025:10:31 17:34:19+01:00,,,,,,,,,,,,2020:01:09 08:39:23Z,,,,,,1761928459.0,,,,,,,,,,,,1578559163.0,,1578559163.0,2020
D:/HDD Data/Downloads/All vacancies (5).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2019:12:27 16:08:52Z,,,,,,1761928444.0,,,,,,,,,,,,1577462932.0,,1577462932.0,2019
D:/HDD Data/OTHER/Downloads/W-W-Mainstage-314-Podcast_(get-tune.net).mp3,,,,,2025:10:31 17:53:17+01:00,,,,,,,,,,,,,,,,,,1761929597.0,,,,,,,,,,,,,,1761929597.0,2025
D:/HDD Data/Downloads/BOHDAN_RIABOTA.docx,,,,,2025:10:31 17:34:12+01:00,,,,,,,,,,,,2017:09:08 07:59:00Z,,,,,,1761928452.0,,,,,,,,,,,,1504857540.0,,1504857540.0,2017
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (86).xlsx,,,,,2025:10:31 17:34:11+01:00,,,,,,,,,,,,2020:04:15 06:54:25Z,,,,,,1761928451.0,,,,,,,,,,,,1586933665.0,,1586933665.0,2020
D:/HDD Data/Downloads/Researchers KPI (50).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:04:30 13:52:01Z,,,,,,1761928462.0,,,,,,,,,,,,1588254721.0,,1588254721.0,2020
D:/HDD Data/Ciklum/Monthly vacancy balance/Monthly vacacy balance_01.07.2020.xlsx,,,,,2025:10:31 17:33:48+01:00,,,,,,,,,,,,2020:01:29 11:57:11Z,,,,,,1761928428.0,,,,,,,,,,,,1580299031.0,,1580299031.0,2020
D:/HDD Data/Luxoft/FS updates/non-GSA report as of 13.06.2019 per stage.pdf,,,2019:06:12 18:25:40+03:00,,2025:10:31 17:50:51+01:00,,,,,,,,,,,,,,,,1560353140.0,,1761929451.0,,,,,,,,,,,,,,1560353140.0,2019
D:/HDD Data/OTHER/Downloads/АНОТАЦІЯ.docx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2017:05:03 20:20:00Z,,,,,,1761929601.0,,,,,,,,,,,,1493842800.0,,1493842800.0,2017
D:/HDD Data/Downloads/Billable vacancies balance dynamics pivot (100).xlsx,,,,,2025:10:31 17:34:10+01:00,,,,,,,,,,,,2020:06:01 12:31:57Z,,,,,,1761928450.0,,,,,,,,,,,,1591014717.0,,1591014717.0,2020
D:/HDD Data/Ciklum/Monthly vacancy balance/Recruitment_July 2020.xlsx,,,,,2025:10:31 17:33:49+01:00,,,,,,,,,,,,2020:08:04 13:05:34Z,,,,,,1761928429.0,,,,,,,,,,,,1596546334.0,,1596546334.0,2020
D:/HDD Data/OTHER/Downloads/us_fdiflowsstock_25261539861653.xls,,,,,2025:10:31 17:53:14+01:00,,,,,,,,,,,,,,,,,,1761929594.0,,,,,,,,,,,,,,1761929594.0,2025
D:/HDD Data/0_duplicates/~$SAM NA AM Portfolio Bi-weekly Summary_02.08.2019.pptx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/1_uniques/QuitButton_dynamic0.cached,,,,,2025:10:31 17:33:25+01:00,,,,,,,,,,,,,,,,,,1761928405.0,,,,,,,,,,,,,,1761928405.0,2025
D:/HDD Data/Downloads/Researchers KPI (45).xlsx,,,,,2025:10:31 17:34:22+01:00,,,,,,,,,,,,2020:04:16 09:14:56Z,,,,,,1761928462.0,,,,,,,,,,,,1587028496.0,,1587028496.0,2020
D:/HDD Data/Downloads/Anaconda3-2020.07-Windows-x86_64.exe,,,,,2025:10:31 17:34:05+01:00,,,,,,,,,,,,,,,,,,1761928445.0,,,,,,,,,,,,,,1761928445.0,2025
D:/HDD Data/Downloads/Wins by SM v.1.xlsx,,,,,2025:10:31 17:34:28+01:00,,,,,,,,,,,,2020:02:24 16:38:36Z,,,,,,1761928468.0,,,,,,,,,,,,1582562316.0,,1582562316.0,2020
D:/HDD Data/Ciklum/Takeaways/05-08-2019-takeawaycom-rule-27-announcement.pdf,,,,,2025:10:31 17:34:01+01:00,,,,,,,,,,,,,,,,,,1761928441.0,,,,,,,,,,,,,,1761928441.0,2025
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/OTHER/beautiq.com.ua/ishevaya-parfyumeriya-02.08.12.xls,,,,2011:04:05 07:37:47,2025:10:31 17:51:19+01:00,,,,,,,,,,,,,,,,,1301981867.0,1761929479.0,,,,,,,,,,,,,,1301981867.0,2011
D:/HDD Data/OTHER/Downloads/Баланс 10 мес..xlsx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2016:11:22 09:23:46Z,,,,,,1761929601.0,,,,,,,,,,,,1479806626.0,,1479806626.0,2016
D:/HDD Data/Luxoft/FS updates/WSS Calypso Migration _ Final.pdf,,,2019:03:21 16:08:39+00:00,,2025:10:31 17:50:52+01:00,,2019:03:21 16:08:39+00:00,,,,,,,,,,,,,,1553184519.0,,1761929452.0,,1553184519.0,,,,,,,,,,,,1553184519.0,2019
D:/HDD Data/Ciklum/KPI Q3-Q4 Review/Redeployment rate.xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2020:07:16 12:08:23Z,,,,,,1761928425.0,,,,,,,,,,,,1594901303.0,,1594901303.0,2020
D:/HDD Data/Luxoft/docusigned Thomson_Reuters_-_Luxoft_MSA_Amendment (1).pdf,,,2018:04:05 08:50:55-07:00,,2025:10:31 17:49:57+01:00,,2018:04:05 08:50:55-07:00,,,,,,,,,,,,,,1522943455.0,,1761929397.0,,1522943455.0,,,,,,,,,,,,1522943455.0,2018
D:/HDD Data/Luxoft/FS updates/Excelian Commodities Overview. Axpo Trading AG. September 2018 (OpenLink ENDUR Business ).pdf,,,2018:09:10 18:54:28+03:00,,2025:10:31 17:50:50+01:00,,,,,,,,,,,,,,,,1536594868.0,,1761929450.0,,,,,,,,,,,,,,1536594868.0,2018
D:/HDD Data/OTHER/big 4/brealey_r_myers_s_allen_f_principles_of_corporate_finance_fi.pdf,,,2011:08:24 19:15:22+08:00,,2025:10:31 17:51:20+01:00,,2011:08:24 19:15:22+08:00,,,,,,,,,,,,,,1314184522.0,,1761929480.0,,1314184522.0,,,,,,,,,,,,1314184522.0,2011
D:/HDD Data/OTHER/Диплом Галаган/J P Morgan (3).docx,,,,,2025:10:31 17:54:46+01:00,,,,,,,,,,,,2013:02:21 10:48:00Z,,,,,,1761929686.0,,,,,,,,,,,,1361443680.0,,1361443680.0,2013
D:/HDD Data/OTHER/Downloads/Sigma_-_Nobody_To_Love_feat._Kanye_West_(get-tune.net).mp3,,,,,2025:10:31 17:53:00+01:00,,,,,,,,,,,,,,,,,,1761929580.0,,,,,,,,,,,,,,1761929580.0,2025
D:/HDD Data/Downloads/Ciklum_Ukraine_Independent_Contractor_Offer_2020_Sergey+Vyunnikov.pdf,,,2020:02:20 15:13:55+02:00,,2025:10:31 17:34:14+01:00,,,,,,,,,,,,,,,,1582204435.0,,1761928454.0,,,,,,,,,,,,,,1582204435.0,2020
D:/HDD Data/Downloads/Recommendation and sign-in March 2020.xlsx,,,,,2025:10:31 17:34:19+01:00,,,,,,,,,,,,2018:08:20 14:14:45Z,,,,,,1761928459.0,,,,,,,,,,,,1534774485.0,,1534774485.0,2018
D:/HDD Data/0_duplicates/~$змист.docx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Downloads/Step duration (32).xlsx,,,,,2025:10:31 17:34:25+01:00,,,,,,,,,,,,2020:04:09 08:33:41Z,,,,,,1761928465.0,,,,,,,,,,,,1586421221.0,,1586421221.0,2020
D:/HDD Data/Luxoft/Refinitiv workshop/Virtual Workshop_Thomson Reuters_final.pdf,,,2019:06:07 13:29:41+03:00,,2025:10:31 17:50:59+01:00,,,,,,,,,,,,,,,,1559903381.0,,1761929459.0,,,,,,,,,,,,,,1559903381.0,2019
D:/HDD Data/Ciklum/KPI Q3-Q4 Review/Vacancies closed by internal candidate.xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2020:07:17 08:44:54Z,,,,,,1761928425.0,,,,,,,,,,,,1594975494.0,,1594975494.0,2020
D:/HDD Data/OTHER/_нина567/Швецова - last 08-04.docx,,,,,2025:10:31 17:54:38+01:00,,,,,,,,,,,,2017:03:19 11:28:00Z,,,,,,1761929678.0,,,,,,,,,,,,1489922880.0,,1489922880.0,2017
D:/HDD Data/OTHER/ГУФ/06.Ходим по краю (feat. Guf).mp3,,,,,2025:10:31 17:54:45+01:00,,,2010,,,,,,,,,,,,,,,1761929685.0,,,,,,,,,,,,,,1761929685.0,2025
D:/HDD Data/OTHER/Downloads/Tiesto_-_Red_Lights_(Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:53:11+01:00,,,2013,,,,,,,,,,,,,,,1761929591.0,,,,,,,,,,,,,,1761929591.0,2025
D:/HDD Data/OTHER/Книги/sdelano_v_amerike__kak_ya_sozdal_wal-mart.zip,,,,,2025:10:31 17:54:47+01:00,,,,,,,,,,,,,,,,,,1761929687.0,,,,,,,,,,,,,,1761929687.0,2025
D:/HDD Data/Downloads/All vacancies (56).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:04:10 09:54:57Z,,,,,,1761928444.0,,,,,,,,,,,,1586512497.0,,1586512497.0,2020
D:/HDD Data/Downloads/Recruitment Activity (20).xlsx,,,,,2025:10:31 17:34:20+01:00,,,,,,,,,,,,2019:11:27 16:23:12Z,,,,,,1761928460.0,,,,,,,,,,,,1574871792.0,,1574871792.0,2019
D:/HDD Data/OTHER/Downloads/баланс.xlsx,,,,,2025:10:31 17:53:21+01:00,,,,,,,,,,,,2006:09:16 00:00:00Z,,,,,,1761929601.0,,,,,,,,,,,,1158364800.0,,1158364800.0,2006
D:/HDD Data/Downloads/All vacancies (9).xlsx,,,,,2025:10:31 17:34:04+01:00,,,,,,,,,,,,2020:01:10 12:20:07Z,,,,,,1761928444.0,,,,,,,,,,,,1578658807.0,,1578658807.0,2020
D:/HDD Data/OTHER/Downloads/WEF_GITR_Report_2013.pdf,,,2013:03:27 11:44:13-04:00,,2025:10:31 17:53:20+01:00,,2013:03:27 11:44:13-04:00,,,,,,,,,,,,,,1364399053.0,,1761929600.0,,1364399053.0,,,,,,,,,,,,1364399053.0,2013
D:/HDD Data/OTHER/Учеба/Теневая экономика.docx,,,,,2025:10:31 17:57:46+01:00,,,,,,,,,,,,2012:03:18 11:59:00Z,,,,,,1761929866.0,,,,,,,,,,,,1332071940.0,,1332071940.0,2012
D:/HDD Data/Luxoft/Zurich Insurance/Zurich Insurance Group - Cross-Over Opportunities Luxoft v7.pptx,,,,,2025:10:31 17:51:13+01:00,,,,,,,,,,,,2018:12:06 19:17:18Z,,,,,,1761929473.0,,,,,,,,,,,,1544123838.0,,1544123838.0,2018
D:/HDD Data/0_duplicates/~$List_Unafortis_Employees_24.01.2018.xlsx,,,,,2025:10:31 17:33:21+01:00,,,,,,,,,,,,,,,,,,1761928401.0,,,,,,,,,,,,,,1761928401.0,2025
D:/HDD Data/Ciklum/Different Statistics/Rabota.ua.xlsx,,,,,2025:10:31 17:33:42+01:00,,,,,,,,,,,,2020:06:23 14:37:20Z,,,,,,1761928422.0,,,,,,,,,,,,1592923040.0,,1592923040.0,2020
D:/HDD Data/Ciklum/KPI Q3-Q4 Review/Global Recruitment team - utilization unlock.xlsx,,,,,2025:10:31 17:33:45+01:00,,,,,,,,,,,,2015:06:05 18:17:20Z,,,,,,1761928425.0,,,,,,,,,,,,1433528240.0,,1433528240.0,2015
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_03 07 2019 v3.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
D:/HDD Data/OTHER/big 4/English for Accountants and Auditors_Unit 1.pdf,,,2011:08:01 12:35:38+04:00,,2025:10:31 17:51:21+01:00,,2011:08:01 12:35:38+04:00,,,,,,,,,,,,,,1312187738.0,,1761929481.0,,1312187738.0,,,,,,,,,,,,1312187738.0,2011
D:/HDD Data/OTHER/Downloads/Hardwell_feat._Amba_Shepherd_-_Apollo_Official_Music_Video_-_Hardwell_feat._Amba_Shepherd_-_Apollo_(get-tune.net).mp3,,,,,2025:10:31 17:52:32+01:00,,,,,,,,,,,,,,,,,,1761929552.0,,,,,,,,,,,,,,1761929552.0,2025
D:/HDD Data/OTHER/Flashka 2/ПСИ для казначейства март.7z,,,,,2025:10:31 17:53:33+01:00,,,,,,,,,,,,,,,,,,1761929613.0,,,,,,,,,,,,,,1761929613.0,2025
D:/HDD Data/Downloads/Headcount (24).xlsx,,,,,2025:10:31 17:34:16+01:00,,,,,,,,,,,,2020:07:02 12:26:11+03:00,,,,,,1761928456.0,,,,,,,,,,,,1593681971.0,,1593681971.0,2020
D:/HDD Data/Luxoft/Training platform/A-next-generation-operating-model-for-source-to-pay.pdf,,,2018:12:11 20:48:56-05:00,,2025:10:31 17:50:59+01:00,,2018:12:11 20:48:56-05:00,,,,,,,,,,,,,,1544579336.0,,1761929459.0,,1544579336.0,,,,,,,,,,,,1544579336.0,2018
D:/HDD Data/1_uniques/WP_20160409_16_54_17_Pro.jpg,2016:04:09 16:54:17,,,,2025:10:31 17:33:28+01:00,,,,2016:04:09 16:54:17,,,,,,,,,,1460213657.0,,,,1761928408.0,,,,1460213657.0,,,,,,,,,,1460213657.0,2016
D:/HDD Data/Downloads/hires-djinni-2020-10-01.xlsx,,,,,2025:10:31 17:34:17+01:00,,,,,,,,,,,,2020:10:01 12:59:32Z,,,,,,1761928457.0,,,,,,,,,,,,1601557172.0,,1601557172.0,2020
D:/HDD Data/OTHER/Downloads/DVBBS_and_Borgeous_feat._Tinie_Tempah_-_Tsunami_(Jump)_(Radio_Edit)_(www.primemusic.ru).mp3,,,,,2025:10:31 17:52:13+01:00,,,2014,,,,,,,,,,,,,,,1761929533.0,,,,,,,,,,,,,,1761929533.0,2025
D:/HDD Data/Ciklum/SE & Digital attendance plans/Digital Teams' Attendance Plan_July.xlsx,,,,,2025:10:31 17:33:53+01:00,,,,,,,,,,,,2020:06:18 07:22:48Z,,,,,,1761928433.0,,,,,,,,,,,,1592464968.0,,1592464968.0,2020
D:/HDD Data/Luxoft/CG Discount Proposal/CG_Discount Proposal_draft_03.07.2019.pptx,,,,,2025:10:31 17:50:44+01:00,,,,,,,,,,,,2018:12:07 11:27:48Z,,,,,,1761929444.0,,,,,,,,,,,,1544182068.0,,1544182068.0,2018
